x1,x2,y1,y2
285.91585311642325,314.08414688357675,266.4884277857678,213.5115722142322
312.3664424312258,347.6335575687742,264.27050983124843,215.72949016875157
365.72949016875157,414.27050983124843,257.6335575687742,222.3664424312258
394.01923788646684,445.98076211353316,255.0,225.0
422.59363627072196,477.40636372927804,252.202099292274,227.797900707726
451.4683045111454,508.5316954888546,249.27050983124843,230.72949016875157
480.22361545076035,539.7763845492397,243.65608030215444,236.34391969784556
514.0192378864668,565.9807621135332,225.0,255.0
554.1024220730038,585.8975779269962,214.55855711530722,265.4414428846928
585.9158531164232,614.0841468835768,213.5115722142322,266.4884277857678
616.3802850078135,643.6197149921865,213.26980427434896,266.730195725651
646.8488655963276,673.1511344036724,213.03617861102498,266.963821388975
677.321452147779,702.678547852221,212.8107663889005,267.1892336110995
707.797900707726,732.202099292274,212.59363627072196,267.40636372927804
738.2780661453218,761.7219338546782,212.3848543964268,267.6151456035732
768.2780661453218,791.7219338546782,212.3848543964268,267.6151456035732
797.321452147779,822.678547852221,212.8107663889005,267.1892336110995
825.9158531164232,854.0841468835768,213.5115722142322,266.4884277857678
160.71637170940383,199.28362829059617,247.01866670643065,292.9813332935693
208.42992131271168,211.57007868728832,299.95888604263723,240.0411139573628
231.2288488583179,248.7711511416821,298.6891426788911,241.31085732110893
260.2329553662853,279.7670446337147,298.3655572679795,241.6344427320205
286.8488655963277,313.1511344036723,296.963821388975,243.03617861102498
312.7927069094686,347.2072930905314,294.57456132866974,245.42543867133026
365.12887282334873,414.87112717665127,286.7757871041224,253.2242128958776
393.7614087858181,446.2385912141819,284.5442886073901,255.45571139260989
423.036178611025,476.963821388975,283.1511344036723,256.8488655963277
452.3848543964268,507.6151456035732,281.7219338546782,258.2780661453218
481.4683045111454,538.5316954888546,279.27050983124843,260.72949016875157
510.1643431389518,569.8356568610482,273.1358538980296,266.8641461019704
554.5488577526984,585.4511422473016,244.28498097893663,295.71501902106337
586.8488655963276,613.1511344036724,243.03617861102498,296.963821388975
617.321452147779,642.678547852221,242.8107663889005,297.1892336110995
647.797900707726,672.202099292274,242.59363627072196,297.40636372927804
678.2780661453218,701.7219338546782,242.3848543964268,297.6151456035732
708.7618021975227,731.2381978024773,242.1844843629964,297.8155156370036
738.7618021975227,761.2381978024773,242.1844843629964,297.8155156370036
768.2780661453218,791.7219338546782,242.3848543964268,297.6151456035732
797.321452147779,822.678547852221,242.8107663889005,297.1892336110995
825.0,855.0,244.01923788646684,295.98076211353316
152.8107663889005,207.1892336110995,287.32145214777904,312.67854785222096
201.2288488583179,218.7711511416821,271.3108573211089,328.6891426788911
234.79055466999208,245.20944533000792,329.5442325903662,270.4557674096338
263.7626492754672,276.2373507245328,329.34442802201414,270.65557197798586
289.7393957002299,310.2606042997701,328.1907786235773,271.8092213764227
313.66082894954917,346.33917105045083,325.1601170383627,274.8398829616373
338.4198059898405,381.5801940101595,320.8397511137699,279.1602488862301
393.51157221423216,446.48842778576784,314.08414688357675,285.91585311642325
423.036178611025,476.963821388975,313.1511344036723,286.8488655963277
452.8107663889005,507.1892336110995,312.67854785222096,287.32145214777904
482.59363627072196,537.406363729278,312.202099292274,287.797900707726
512.3848543964268,567.6151456035732,311.7219338546782,288.2780661453218
556.3802850078135,583.6197149921865,273.269804274349,326.730195725651
587.797900707726,612.202099292274,272.59363627072196,327.40636372927804
618.2780661453218,641.7219338546782,272.3848543964268,327.6151456035732
648.7618021975227,671.2381978024773,272.1844843629964,327.8155156370036
679.248961513641,700.751038486359,271.99258720508396,328.00741279491604
709.7393957002299,730.2606042997701,271.8092213764227,328.1907786235773
739.248961513641,760.751038486359,271.99258720508396,328.00741279491604
768.2780661453218,791.7219338546782,272.3848543964268,327.6151456035732
796.8488655963276,823.1511344036724,273.036178611025,326.963821388975
825.0,855.0,274.01923788646684,325.98076211353316
153.03617861102498,206.96382138897502,316.8488655963277,343.1511344036723
194.10242207300385,225.89757792699615,304.5585571153072,355.4414428846928
236.8641461019704,243.1358538980296,300.1643431389518,359.8356568610482
269.4764278068815,270.5235721931185,359.99543085469173,300.00456914530827
294.27573013870364,305.72426986129636,359.4488155034299,300.5511844965701
315.91585311642325,344.08414688357675,356.4884277857678,303.5115722142322
337.0186667064307,382.9813332935693,349.2836282905962,310.7163717094038
363.269804274349,416.730195725651,343.6197149921864,316.3802850078136
392.59363627072196,447.40636372927804,342.202099292274,317.797900707726
422.59363627072196,477.40636372927804,342.202099292274,317.797900707726
452.8107663889005,507.1892336110995,342.67854785222096,317.32145214777904
482.59363627072196,537.406363729278,342.202099292274,317.797900707726
512.593636270722,567.406363729278,342.202099292274,317.797900707726
541.6344427320205,598.3655572679795,339.7670446337147,320.2329553662853
587.797900707726,612.202099292274,302.59363627072196,357.40636372927804
618.7618021975227,641.2381978024773,302.1844843629964,357.8155156370036
649.248961513641,670.751038486359,301.99258720508396,358.00741279491604
679.248961513641,700.751038486359,301.99258720508396,358.00741279491604
709.7393957002299,730.2606042997701,301.8092213764227,358.1907786235773
739.248961513641,760.751038486359,301.99258720508396,358.00741279491604
767.797900707726,792.202099292274,302.59363627072196,357.40636372927804
795.4557113926099,824.5442886073901,303.7614087858181,356.2385912141819
823.6608289495492,856.3391710504508,304.8398829616373,355.1601170383627
153.5115722142322,206.4884277857678,345.91585311642325,374.08414688357675
190.71637170940383,229.28362829059617,337.0186667064307,382.9813332935693
228.2780661453218,251.7219338546782,332.3848543964268,387.6151456035732
262.74234313201,277.25765686799,330.8911282117201,389.1088717882799
296.8641461019704,303.1358538980296,330.1643431389518,389.8356568610482
325.82480697119803,334.17519302880197,389.7080420622471,330.2919579377529
333.51157221423216,386.48842778576784,374.08414688357675,345.91585311642325
361.16214912185046,418.83785087814954,368.26912067450996,351.73087932549004
391.4683045111454,448.5316954888546,369.27050983124843,350.72949016875157
422.1844843629964,477.8155156370036,371.2381978024774,348.7618021975226
452.59363627072196,507.40636372927804,372.202099292274,347.797900707726
482.59363627072196,537.406363729278,372.202099292274,347.797900707726
512.593636270722,567.406363729278,372.202099292274,347.797900707726
542.3848543964268,597.6151456035732,371.7219338546782,348.2780661453218
585.0,615.0,334.01923788646684,385.98076211353316
618.7618021975227,641.2381978024773,332.1844843629964,387.8155156370036
649.248961513641,670.751038486359,331.99258720508396,388.00741279491604
679.248961513641,700.751038486359,331.99258720508396,388.00741279491604
709.248961513641,730.751038486359,331.99258720508396,388.00741279491604
738.2780661453218,761.7219338546782,332.3848543964268,387.6151456035732
765.9158531164232,794.0841468835768,333.5115722142322,386.4884277857678
793.6608289495492,826.3391710504508,334.8398829616373,385.1601170383627
821.5301557402303,858.4698442597697,336.35967739179836,383.64032260820164
154.01923788646684,205.98076211353316,375.0,405.0
189.92608180923426,230.07391819076574,367.7056552356782,412.2943447643218
225.0,255.0,364.01923788646684,415.98076211353316
258.27806614532176,281.72193385467824,362.3848543964268,417.6151456035732
290.2329553662853,309.7670446337147,361.6344427320205,418.3655572679795
319.248961513641,340.751038486359,361.99258720508396,418.00741279491604
331.4683045111454,388.5316954888546,380.72949016875157,399.27050983124843
360.01827518942713,419.98172481057287,391.046984901075,388.953015098925
421.6344427320205,478.3655572679795,399.7670446337147,380.2329553662853
452.3848543964268,507.6151456035732,401.7219338546782,378.2780661453218
482.59363627072196,537.406363729278,402.202099292274,377.797900707726
512.593636270722,567.406363729278,402.202099292274,377.797900707726
542.3848543964268,597.6151456035732,401.7219338546782,378.2780661453218
571.8092213764228,628.1907786235772,400.2606042997701,379.7393957002299
615.4557113926099,644.5442886073901,363.7614087858181,416.2385912141819
648.2780661453218,671.7219338546782,362.3848543964268,417.6151456035732
678.7618021975227,701.2381978024773,362.1844843629964,417.8155156370036
708.2780661453218,731.7219338546782,362.3848543964268,417.6151456035732
736.3802850078135,763.6197149921865,363.269804274349,416.730195725651
763.2242128958776,796.7757871041224,365.12887282334873,414.87112717665127
790.7163717094038,829.2836282905962,367.0186667064307,412.9813332935693
818.7867965644036,861.2132034355964,368.7867965644036,411.2132034355964
154.55855711530722,205.44144288469278,404.1024220730039,435.8975779269961
189.16024888623008,230.83975111376992,398.4198059898405,441.5801940101595
223.66082894954917,256.33917105045083,394.8398829616373,445.1601170383627
256.3802850078136,283.6197149921864,393.269804274349,446.730195725651
287.32145214777904,312.67854785222096,392.8107663889005,447.1892336110995
315.0,345.0,394.01923788646684,445.98076211353316
335.12887282334873,384.87112717665127,403.2242128958776,436.7757871041224
360.3693497821459,419.6306502178541,415.3069660487931,424.6930339512069
421.16214912185046,478.83785087814954,428.26912067450996,411.73087932549004
452.3848543964268,507.6151456035732,431.7219338546782,408.2780661453218
482.59363627072196,537.406363729278,432.202099292274,407.797900707726
512.593636270722,567.406363729278,432.202099292274,407.797900707726
542.3848543964268,597.6151456035732,431.7219338546782,408.2780661453218
572.1844843629964,627.8155156370036,431.2381978024774,408.7618021975226
601.6344427320205,658.3655572679795,429.7670446337147,410.2329553662853
647.797900707726,672.202099292274,392.59363627072196,447.40636372927804
678.2780661453218,701.7219338546782,392.3848543964268,447.6151456035732
707.321452147779,732.678547852221,392.8107663889005,447.1892336110995
735.0,765.0,394.01923788646684,445.98076211353316
761.5301557402303,798.4698442597697,396.35967739179836,443.64032260820164
788.7867965644036,831.2132034355964,398.7867965644036,441.2132034355964
817.0186667064306,862.9813332935694,400.7163717094038,439.2836282905962
154.83988296163727,205.16011703836273,433.66082894954917,466.33917105045083
189.16024888623008,230.83975111376992,428.4198059898405,471.5801940101595
223.2242128958776,256.7757871041224,425.12887282334873,474.87112717665127
255.91585311642328,284.08414688357675,423.5115722142322,476.4884277857678
286.3802850078136,313.6197149921864,423.269804274349,476.730195725651
314.1024220730039,345.8975779269961,424.5585571153072,475.4414428846928
337.0186667064307,382.9813332935693,430.7163717094038,469.2836282905962
361.3108573211089,418.6891426788911,441.2288488583179,458.7711511416821
452.59363627072196,507.40636372927804,462.202099292274,437.797900707726
482.8107663889005,537.1892336110996,462.67854785222096,437.32145214777904
512.8107663889004,567.1892336110996,462.67854785222096,437.32145214777904
542.593636270722,597.406363729278,462.202099292274,437.797900707726
572.593636270722,627.406363729278,462.202099292274,437.797900707726
603.269804274349,656.730195725651,463.6197149921864,436.3802850078136
660.0,660.0,420.0,480.0
681.2288488583179,698.7711511416821,421.3108573211089,478.6891426788911
708.7618021975227,731.2381978024773,422.1844843629964,477.8155156370036
735.9158531164232,764.0841468835768,423.5115722142322,476.4884277857678
761.9455493054386,798.0544506945614,426.0409346985812,473.9590653014188
788.4198059898405,831.5801940101595,429.1602488862301,470.8397511137699
817.0186667064306,862.9813332935694,430.7163717094038,469.2836282905962
155.72949016875157,204.27050983124843,462.3664424312258,497.6335575687742
189.92608180923426,230.07391819076574,457.7056552356782,502.2943447643218
223.2242128958776,256.7757871041224,455.12887282334873,504.87112717665127
255.45571139260989,284.5442886073901,453.7614087858181,506.2385912141819
285.91585311642325,314.08414688357675,453.5115722142322,506.4884277857678
314.1024220730039,345.8975779269961,454.5585571153072,505.4414428846928
338.05938895142486,381.94061104857514,459.5400491981251,500.4599508018749
361.99258720508396,418.00741279491604,469.248961513641,490.751038486359
390.01827518942713,449.98172481057287,478.953015098925,481.046984901075
421.02222521132796,478.97777478867204,487.7645713530756,472.2354286469244
452.8107663889005,507.1892336110995,492.67854785222096,467.32145214777904
483.036178611025,536.963821388975,493.1511344036723,466.8488655963277
513.036178611025,566.963821388975,493.1511344036723,466.8488655963277
542.8107663889004,597.1892336110996,492.67854785222096,467.32145214777904
573.036178611025,626.963821388975,493.1511344036723,466.8488655963277
604.2849809789366,655.7150190210634,495.4511422473016,464.5488577526984
644.5488577526984,675.4511422473016,505.71501902106337,454.28498097893663
711.73087932549,728.26912067451,451.16214912185046,508.83785087814954
738.2780661453218,761.7219338546782,452.3848543964268,507.6151456035732
764.1024220730038,795.8975779269962,454.5585571153072,505.4414428846928
789.9260818092342,830.0739181907658,457.7056552356782,502.2943447643218
817.7056552356781,862.2943447643219,459.92608180923423,500.07391819076577
156.68562115629086,203.31437884370914,491.1203882685049,528.8796117314952
190.31822913028478,229.68177086971522,487.35871259331685,532.6412874066832
223.66082894954917,256.33917105045083,484.8398829616373,535.1601170383627
255.45571139260989,284.5442886073901,483.7614087858181,536.2385912141818
285.91585311642325,314.08414688357675,483.5115722142322,536.4884277857678
314.5488577526984,345.4511422473016,484.28498097893663,535.7150190210633
339.5400491981251,380.4599508018749,488.05938895142486,531.9406110485751
363.269804274349,416.730195725651,496.3802850078136,523.6197149921863
390.2919579377529,449.7080420622471,505.82480697119803,514.1751930288019
420.76889805644294,479.23110194355706,516.7485316303159,503.25146836968406
452.8107663889005,507.1892336110995,522.678547852221,497.32145214777904
483.269804274349,536.730195725651,523.6197149921863,496.3802850078136
513.036178611025,566.963821388975,523.1511344036724,496.8488655963277
543.036178611025,596.963821388975,523.1511344036724,496.8488655963277
573.5115722142322,626.4884277857678,524.0841468835768,495.91585311642325
604.5585571153072,655.4414428846928,525.8975779269962,494.1024220730039
641.9455493054386,678.0544506945614,533.9590653014188,486.0409346985812
689.4764278068815,690.5235721931185,539.9954308546918,480.00456914530827
714.2757301387037,725.7242698612963,480.5511844965701,539.44881550343
740.7294901687516,759.2705098312484,481.4683045111454,538.5316954888546
766.3802850078135,793.6197149921865,483.269804274349,536.730195725651
791.5301557402303,828.4698442597697,486.35967739179836,533.6403226082017
818.7867965644036,861.2132034355964,488.7867965644036,531.2132034355964
157.70565523567817,202.29434476432183,519.9260818092342,560.0739181907658
191.12038826850488,228.87961173149512,516.6856211562908,563.3143788437092
223.66082894954917,256.33917105045083,514.8398829616373,565.1601170383627
255.45571139260989,284.5442886073901,513.7614087858182,566.2385912141818
285.91585311642325,314.08414688357675,513.5115722142322,566.4884277857678
315.0,345.0,514.0192378864668,565.9807621135332
341.1203882685049,378.8796117314951,516.6856211562908,563.3143788437092
365.42543867133026,414.57456132866974,522.7927069094686,557.2072930905314
391.3108573211089,448.6891426788911,531.2288488583179,548.7711511416821
420.01827518942713,479.98172481057287,541.046984901075,538.953015098925
451.8092213764227,508.1907786235773,550.2606042997701,529.7393957002299
482.59363627072196,537.406363729278,552.202099292274,527.797900707726
512.593636270722,567.406363729278,552.202099292274,527.797900707726
542.8107663889004,597.1892336110996,552.678547852221,527.321452147779
573.036178611025,626.963821388975,553.1511344036724,526.8488655963276
604.2849809789366,655.7150190210634,555.4511422473016,524.5488577526984
638.7867965644036,681.2132034355964,561.2132034355964,518.7867965644036
686.3439196978455,693.6560803021545,569.7763845492397,510.22361545076035
715.3069660487931,724.6930339512069,510.3693497821459,569.6306502178542
741.73087932549,758.26912067451,511.16214912185046,568.8378508781495
767.321452147779,792.678547852221,512.8107663889004,567.1892336110996
792.3664424312258,827.6335575687742,515.7294901687516,564.2705098312484
818.7867965644036,861.2132034355964,518.7867965644036,561.2132034355964
159.54004919812505,200.45995080187495,548.0593889514249,591.9406110485751
192.3664424312258,227.6335575687742,545.7294901687516,594.2705098312484
224.54885775269838,255.45114224730162,544.2849809789367,595.7150190210633
255.91585311642328,284.08414688357675,543.5115722142322,596.4884277857678
286.3802850078136,313.6197149921864,543.269804274349,596.730195725651
315.4557113926099,344.5442886073901,543.7614087858182,596.2385912141818
342.7927069094686,377.2072930905314,545.4254386713302,594.5745613286698
366.6856211562909,413.3143788437091,551.1203882685048,588.8796117314952
391.8092213764227,448.1907786235773,559.7393957002299,580.2606042997701
420.1643431389518,479.8356568610482,566.8641461019704,573.1358538980296
450.2919579377529,509.7080420622471,574.1751930288019,565.8248069711981
481.16214912185046,538.8378508781495,578.26912067451,561.73087932549
511.6344427320205,568.3655572679795,579.7670446337147,560.2329553662853
541.992587205084,598.007412794916,580.751038486359,559.248961513641
572.3848543964268,627.6151456035732,581.7219338546782,558.2780661453218
602.8107663889004,657.1892336110996,582.678547852221,557.321452147779
634.2849809789366,685.7150190210634,585.4511422473016,554.5488577526984
677.321452147779,702.678547852221,597.1892336110996,542.8107663889004
715.3069660487931,724.6930339512069,540.3693497821458,599.6306502178542
740.7294901687516,759.2705098312484,541.4683045111454,598.5316954888546
766.3802850078135,793.6197149921865,543.269804274349,596.730195725651
790.7163717094038,829.2836282905962,547.0186667064306,592.9813332935694
816.6856211562908,863.3143788437092,551.1203882685048,588.8796117314952
161.12038826850488,198.87961173149512,576.6856211562908,623.3143788437092
193.66082894954917,226.33917105045083,574.8398829616373,625.1601170383627
225.45571139260989,254.54428860739011,573.7614087858182,626.2385912141818
256.8488655963277,283.1511344036723,573.036178611025,626.963821388975
287.32145214777904,312.67854785222096,572.8107663889004,627.1892336110996
316.8488655963277,343.1511344036723,573.036178611025,626.963821388975
344.1024220730039,375.8975779269961,574.5585571153072,625.4414428846928
367.7056552356782,412.2943447643218,579.9260818092342,620.0739181907658
391.4683045111454,448.5316954888546,590.7294901687516,609.2705098312484
420.1643431389518,479.8356568610482,596.8641461019704,603.1358538980296
450.00456914530827,509.99543085469173,600.5235721931185,599.4764278068815
480.22361545076035,539.7763845492397,603.6560803021545,596.3439196978455
510.6555719779858,569.3444280220142,606.2373507245328,593.7626492754672
541.1621491218505,598.8378508781495,608.26912067451,591.73087932549
571.4683045111454,628.5316954888546,609.2705098312484,590.7294901687516
601.6344427320205,658.3655572679795,609.7670446337147,590.2329553662853
631.8092213764228,688.1907786235772,610.2606042997701,589.7393957002299
661.992587205084,718.007412794916,610.751038486359,589.248961513641
707.797900707726,732.202099292274,572.593636270722,627.406363729278
735.9158531164232,764.0841468835768,573.5115722142322,626.4884277857678
761.5301557402303,798.4698442597697,576.3596773917983,623.6403226082017
786.3596773917983,833.6403226082017,581.5301557402303,618.4698442597697
813.7614087858182,866.2385912141818,585.4557113926099,614.5442886073901
162.79270690946862,197.20729309053138,605.4254386713302,654.5745613286698
194.54885775269838,225.45114224730162,604.2849809789367,655.7150190210633
226.3802850078136,253.6197149921864,603.269804274349,656.730195725651
257.797900707726,282.202099292274,602.593636270722,657.406363729278
288.27806614532176,311.72193385467824,602.3848543964268,657.6151456035732
317.797900707726,342.202099292274,602.593636270722,657.406363729278
345.91585311642325,374.08414688357675,603.5115722142322,656.4884277857678
369.1602488862301,410.8397511137699,608.4198059898405,651.5801940101595
391.02222521132796,448.97777478867204,622.2354286469243,637.7645713530757
420.0730784922053,479.9269215077947,627.9073057876763,632.0926942123237
450.0,510.0,630.0,630.0
480.0730784922053,539.9269215077948,632.0926942123237,627.9073057876763
510.2919579377529,569.7080420622472,634.1751930288019,625.8248069711981
540.7688980564429,599.2311019435571,636.7485316303159,623.2514683696841
571.022225211328,628.977774788672,637.7645713530757,622.2354286469243
601.1621491218505,658.8378508781495,638.26912067451,621.73087932549
631.022225211328,688.977774788672,637.7645713530757,622.2354286469243
660.6555719779858,719.3444280220142,636.2373507245328,623.7626492754672
690.0,750.0,630.0,630.0
723.269804274349,776.730195725651,616.3802850078137,643.6197149921863
754.2849809789366,805.7150190210634,614.5488577526984,645.4511422473016
782.8107663889004,837.1892336110996,617.321452147779,642.678547852221
811.992587205084,868.007412794916,619.248961513641,640.751038486359
163.66082894954917,196.33917105045083,634.8398829616373,685.1601170383627
195.91585311642328,224.08414688357672,633.5115722142322,686.4884277857678
227.321452147779,252.678547852221,632.8107663889004,687.1892336110996
258.7618021975226,281.2381978024774,632.1844843629964,687.8155156370036
289.248961513641,310.751038486359,631.992587205084,688.007412794916
319.248961513641,340.751038486359,631.992587205084,688.007412794916
348.27806614532176,371.72193385467824,632.3848543964268,687.6151456035732
374.1024220730039,405.8975779269961,634.5585571153072,685.4414428846928
391.3108573211089,448.6891426788911,651.2288488583179,668.7711511416821
420.00456914530827,479.99543085469173,659.4764278068815,660.5235721931185
450.00456914530827,509.99543085469173,660.5235721931185,659.4764278068815
480.04111395736277,539.9588860426372,661.5700786872883,658.4299213127117
510.22361545076035,569.7763845492397,663.6560803021545,656.3439196978455
540.55118449657,599.44881550343,665.7242698612963,654.2757301387037
570.8911282117201,629.1088717882799,667.25765686799,652.74234313201
600.8911282117201,659.1088717882799,667.25765686799,652.74234313201
630.8911282117201,689.1088717882799,667.25765686799,652.74234313201
660.55118449657,719.44881550343,665.7242698612963,654.2757301387037
690.1141590572477,749.8858409427523,662.6146722824298,657.3853277175702
720.4557674096337,779.5442325903663,654.790554669992,665.209445330008
751.6344427320205,808.3655572679795,650.2329553662853,669.7670446337147
781.6344427320205,838.3655572679795,650.2329553662853,669.7670446337147
811.310857321109,868.689142678891,651.2288488583179,668.7711511416821
165.45571139260989,194.54428860739011,663.7614087858182,716.2385912141818
197.321452147779,222.678547852221,662.8107663889004,717.1892336110996
228.76180219752263,251.23819780247737,662.1844843629964,717.8155156370036
259.7393957002299,280.2606042997701,661.8092213764228,718.1907786235772
290.2329553662853,309.7670446337147,661.6344427320205,718.3655572679795
320.2329553662853,339.7670446337147,661.6344427320205,718.3655572679795
350.2329553662853,369.7670446337147,661.6344427320205,718.3655572679795
378.7618021975226,401.2381978024774,662.1844843629964,717.8155156370036
395.72949016875157,444.27050983124843,672.3664424312258,707.6335575687742
420.11415905724766,479.88584094275234,692.6146722824298,687.3853277175702
450.1643431389518,509.8356568610482,693.1358538980296,686.8641461019704
480.22361545076035,539.7763845492397,693.6560803021545,686.3439196978455
510.3693497821459,569.6306502178542,694.6930339512069,685.3069660487931
540.6555719779858,599.3444280220142,696.2373507245328,683.7626492754672
570.8911282117201,629.1088717882799,697.25765686799,682.74234313201
601.022225211328,658.977774788672,697.7645713530757,682.2354286469243
630.8911282117201,689.1088717882799,697.25765686799,682.74234313201
660.6555719779858,719.3444280220142,696.2373507245328,683.7626492754672
690.2919579377528,749.7080420622472,694.1751930288019,685.8248069711981
720.0411139573628,779.9588860426372,688.4299213127117,691.5700786872883
750.8911282117201,809.1088717882799,682.74234313201,697.25765686799
781.310857321109,838.689142678891,681.2288488583179,698.7711511416821
811.310857321109,868.689142678891,681.2288488583179,698.7711511416821
167.321452147779,192.678547852221,692.8107663889004,747.1892336110996
198.76180219752263,221.23819780247737,692.1844843629964,747.8155156370036
229.73939570022992,250.26060429977008,691.8092213764228,748.1907786235772
260.72949016875157,279.27050983124843,691.4683045111454,748.5316954888546
290.72949016875157,309.27050983124843,691.4683045111454,748.5316954888546
321.2288488583179,338.7711511416821,691.310857321109,748.689142678891
351.2288488583179,368.7711511416821,691.310857321109,748.689142678891
381.73087932549004,398.26912067450996,691.1621491218505,748.8378508781495
413.25146836968406,426.74853163031594,690.7688980564429,749.2311019435571
421.6344427320205,478.3655572679795,729.7670446337147,710.2329553662853
451.02222521132796,508.97777478867204,727.7645713530757,712.2354286469243
480.8911282117201,539.1088717882799,727.25765686799,712.74234313201
511.02222521132796,568.977774788672,727.7645713530757,712.2354286469243
541.310857321109,598.689142678891,728.7711511416821,711.2288488583179
571.310857321109,628.689142678891,728.7711511416821,711.2288488583179
601.310857321109,658.689142678891,728.7711511416821,711.2288488583179
631.1621491218505,688.8378508781495,728.26912067451,711.73087932549
661.022225211328,718.977774788672,727.7645713530757,712.2354286469243
690.55118449657,749.44881550343,725.7242698612963,714.2757301387037
720.0045691453082,779.9954308546918,720.5235721931185,719.4764278068815
750.8911282117201,809.1088717882799,712.74234313201,727.25765686799
781.8092213764228,838.1907786235772,709.7393957002299,730.2606042997701
811.8092213764228,868.1907786235772,709.7393957002299,730.2606042997701
168.76180219752263,191.23819780247737,722.1844843629964,777.8155156370036
200.2329553662853,219.7670446337147,721.6344427320205,778.3655572679795
231.2288488583179,248.7711511416821,721.310857321109,778.689142678891
261.73087932549004,278.26912067450996,721.1621491218505,778.8378508781495
291.73087932549004,308.26912067450996,721.1621491218505,778.8378508781495
321.73087932549004,338.26912067450996,721.1621491218505,778.8378508781495
351.73087932549004,368.26912067450996,721.1621491218505,778.8378508781495
382.74234313201,397.25765686799,720.8911282117201,779.1088717882799
414.7905546699921,425.2094453300079,720.4557674096337,779.5442325903663
440.72949016875157,459.27050983124843,778.5316954888546,721.4683045111454
454.8398829616373,505.1601170383627,766.3391710504508,733.6608289495492
483.51157221423216,536.4884277857678,764.0841468835768,735.9158531164232
513.269804274349,566.730195725651,763.6197149921863,736.3802850078137
542.8107663889004,597.1892336110996,762.678547852221,737.321452147779
572.3848543964268,627.6151456035732,761.7219338546782,738.2780661453218
601.992587205084,658.007412794916,760.751038486359,739.248961513641
631.8092213764228,688.1907786235772,760.2606042997701,739.7393957002299
661.6344427320205,718.3655572679795,759.7670446337147,740.2329553662853
691.1621491218505,748.8378508781495,758.26912067451,741.73087932549
720.1643431389518,779.8356568610482,753.1358538980296,746.8641461019704
751.022225211328,808.977774788672,742.2354286469243,757.7645713530757
782.8107663889004,837.1892336110996,737.321452147779,762.678547852221
